feature,importance
load_group,0.41213280750762316
total_chiller_load,0.21534520771117838
month,0.11418508670051493
dew_point,0.09713101837394952
temp_x_rh,0.041648160247720396
wet_bulb,0.03985791395676692
temp_ma3,0.02431531198121344
temperature,0.020045289395315132
delta_temp_header,0.019723522732557133
ssrd,0.005964456149956402
hour,0.005101763792138911
RH,0.0045494614510658195
