feature,importance
load_group,0.5653274050964455
total_chiller_load,0.20466654677453916
dew_point,0.10355290187039888
wet_bulb,0.039053212102234516
temp_x_rh,0.03019324114214766
temperature,0.018317331385111952
temp_ma3,0.017397217071622704
RH,0.009820401372093123
ssrd,0.0064064391340866705
hour,0.005265304051319823
