pres,temperature,RH,ws,wd,ssrd,time,ws_u,ws_v
962.95,23.504,33.2,2.1667,154.66998,0.0,2025-05-01 21:00:00,-0.9269825041305998,1.9583902387000816
963.06,22.283,35.1,1.0534,163.19,0.0,2025-05-01 22:00:00,-0.30464209630882216,1.0083872039829571
962.93,21.35,37.2,1.5669,265.86,0.0,2025-05-01 23:00:00,1.5628113706765279,0.11312042116325448
962.69,20.517,39.3,1.678,275.24,0.0,2025-05-02 00:00:00,1.6709874407557481,-0.153248076126764
962.27,19.814,40.2,2.0412,243.60999,0.0,2025-05-02 01:00:00,1.828485063024576,0.9072705298288996
961.41,19.321,40.7,1.7038,259.61,0.0,2025-05-02 02:00:00,1.6758627272809812,0.3072760311354463
961.42,18.852,42.8,2.3252,254.10999,0.0,2025-05-02 03:00:00,2.2363519270066097,0.6366200582559616
961.0,18.504,46.5,2.1385,237.95001,0.0,2025-05-02 04:00:00,1.8125614294876946,1.1348142201847513
961.03,18.031,52.4,2.2698,256.31,0.0,2025-05-02 05:00:00,2.205315983559075,0.5371903318739734
961.45,17.67,58.1,2.4762,257.21997,0.4,2025-05-02 06:00:00,2.4148558941767897,0.5477567437828743
961.85,19.487,60.0,2.5813,272.28003,71.04,2025-05-02 07:00:00,2.5792564417014106,-0.10269322247246572
961.47,22.468,52.3,2.5156,278.62,284.62,2025-05-02 08:00:00,2.487184092140191,-0.37703932395013345
961.5,25.086,46.8,2.3853,280.82,488.58,2025-05-02 09:00:00,2.3428936177202795,-0.4477785010980095
961.16,27.559,41.2,2.2038,276.51,620.5,2025-05-02 10:00:00,2.1895900801973527,-0.24985940186703315
960.36,30.548,34.8,2.7686,292.43,756.26,2025-05-02 11:00:00,2.5591453846341317,-1.0563715540972423
959.26,33.192,27.6,3.2403,296.62,871.94,2025-05-02 12:00:00,2.896821346638419,-1.4518850421641434
957.86,36.11,18.4,5.3773,293.53003,914.16,2025-05-02 13:00:00,4.930182640997724,-2.1467776821097977
956.74,36.842,16.4,8.4384,289.28003,928.24,2025-05-02 14:00:00,7.96514155481914,-2.786236632393834
955.65,35.802,19.6,12.367,294.15002,862.42,2025-05-02 15:00:00,11.284607403972622,-5.059676347179366
954.51,36.082,18.8,10.004,293.47998,642.34,2025-05-02 16:00:00,9.1756622701143,-3.985879815649348
953.94,35.357,21.7,8.7745,286.83997,448.0,2025-05-02 17:00:00,8.398228676742642,-2.541968792715111
953.73,32.25,27.2,7.9095,283.20996,229.96,2025-05-02 18:00:00,7.700208245743816,-1.8074797985534852
954.04,28.235,33.8,4.6757,297.31,63.18,2025-05-02 19:00:00,4.154533244237966,-2.1452328574123514
954.54,26.98,33.1,4.0771,264.82996,2.1321,2025-05-02 20:00:00,4.060512947740292,0.3673948982136891
955.43,25.887,34.4,2.6876,226.53003,0.0,2025-05-02 21:00:00,1.9504855295142909,1.8489997185384743
957.54,23.365,43.4,1.7881,311.04004,0.0,2025-05-02 22:00:00,1.3486760742586659,-1.1740419314156687
958.47,23.791,39.3,3.0011,287.68,0.0,2025-05-02 23:00:00,2.8593506966186575,-0.9114355730090848
959.67,23.392,39.1,3.5305,300.92004,0.0,2025-05-03 00:00:00,3.028763822197148,-1.8141168538299082
960.44,22.456,40.8,3.3069,275.16003,0.0,2025-05-03 01:00:00,3.2934983985477655,-0.2974153808452148
961.47,22.145,39.5,2.2405,283.58997,0.0,2025-05-03 02:00:00,2.177770814490644,-0.5264546794860464
962.4,21.65,39.3,2.2679,116.140015,0.0,2025-05-03 03:00:00,-2.0359394286714965,0.999160173736314
963.58,20.35,50.1,6.7701,118.850006,0.0,2025-05-03 04:00:00,-5.929835040229996,3.26669717079201
965.19,20.379,33.2,10.038,122.5,0.0,2025-05-03 05:00:00,-8.465963333069746,5.393413468585419
966.89,18.906,30.9,10.643,120.84,0.56,2025-05-03 06:00:00,-9.138103366584804,5.456053139551657
968.12,18.026,30.6,11.049,121.07001,58.72,2025-05-03 07:00:00,-9.46388099626656,5.702223907257998
969.81,18.863,34.7,10.547,112.04999,284.5,2025-05-03 08:00:00,-9.775557205280725,3.959506323556526
970.39,19.932,31.4,10.336,108.08002,478.62,2025-05-03 09:00:00,-9.825649787186455,3.207725402767948
970.64,21.031,31.0,9.0297,108.51999,667.1,2025-05-03 10:00:00,-8.562077956774454,2.8681532651022996
970.37,22.301,30.3,8.5161,110.140015,827.38,2025-05-03 11:00:00,-7.995374663464727,2.9322249574045833
969.53,23.5,29.3,8.2064,109.51999,908.98,2025-05-03 12:00:00,-7.734736925363044,2.742051359005781
968.4,24.5,28.5,8.2315,106.83002,942.4,2025-05-03 13:00:00,-7.878927803863969,2.383293710707789
967.06,24.905,28.4,8.606,101.140015,898.24,2025-05-03 14:00:00,-8.443845477760103,1.6627415757447865
966.06,24.781,29.8,9.2045,102.5,800.54,2025-05-03 15:00:00,-8.986316597535426,1.992218426493267
965.3,24.672,31.4,9.1433,102.399994,693.62,2025-05-03 16:00:00,-8.930007848098418,1.963388581738385
964.59,24.102,32.9,9.1561,106.609985,509.9,2025-05-03 17:00:00,-8.774041333932,2.617320362594687
964.44,23.347,35.6,8.0553,117.08002,310.1,2025-05-03 18:00:00,-7.172210402940815,3.667050044101875
964.44,20.935,38.1,8.7399,117.82001,105.94,2025-05-03 19:00:00,-7.729725229750994,4.078872378801639
964.62,19.435,37.3,7.0401,115.26999,2.7483,2025-05-03 20:00:00,-6.3664065311594635,3.0053079526082063
965.49,18.635,38.9,6.1367,106.399994,0.0,2025-05-03 21:00:00,-5.88702224900208,1.732644201720162
965.95,17.993,40.6,4.9343,97.79401,0.0,2025-05-03 22:00:00,-4.888717052416919,0.6691502607098363
965.71,17.222,42.9,3.8124,91.267,0.0,2025-05-03 23:00:00,-3.811467908102773,0.08429795669334711
965.8,17.05,43.1,2.2544,94.38202,0.0,2025-05-04 00:00:00,-2.2478098891049023,0.17224999983223788
964.99,17.078,42.3,2.7777,76.866,0.0,2025-05-04 01:00:00,-2.7050389740289367,-0.6311746501440605
964.36,16.337,43.4,1.8516,78.811005,0.0,2025-05-04 02:00:00,-1.8164056102783062,-0.3592954479943959
963.79,15.193,45.2,1.8713,64.41998,0.0,2025-05-04 03:00:00,-1.6878810632095542,-0.8079735184141773
963.77,14.508,46.5,0.91075,104.100006,0.0,2025-05-04 04:00:00,-0.8833109146861579,0.22187246448422382
963.5,14.045,47.4,1.1442,85.36798,0.0,2025-05-04 05:00:00,-1.1404629321313697,-0.09240097637102804
963.74,13.599,49.4,1.1227,103.73999,0.72,2025-05-04 06:00:00,-1.0905723458129137,0.2666594242627079
964.26,15.452,47.1,0.50807,67.19,62.96,2025-05-04 07:00:00,-0.46833664137138664,-0.1969667871722774
964.12,16.844,43.3,1.0216,104.92999,285.42,2025-05-04 08:00:00,-0.9871121707295534,0.2632035759589701
964.13,18.416,34.6,2.245,93.70801,469.52,2025-05-04 09:00:00,-2.2403002874724116,0.14518822938183115
963.73,19.861,29.9,3.0525,96.96301,617.56,2025-05-04 10:00:00,-3.0299866626512544,0.37005009681867923
963.06,21.342,27.6,3.3726,107.640015,773.52,2025-05-04 11:00:00,-3.214017859637502,1.0220175917914358
962.23,22.652,25.7,3.4737,113.28,827.32,2025-05-04 12:00:00,-3.1908866192077694,1.3728926663657333
961.42,23.719,25.2,3.5233,108.91998,795.04,2025-05-04 13:00:00,-3.332944366188641,1.142420562617549
960.41,23.852,26.2,3.5447,113.73001,562.38,2025-05-04 14:00:00,-3.245002485449609,1.426484125192377
960.12,23.748,27.0,2.1458,104.16,368.58,2025-05-04 15:00:00,-2.0806028078099006,0.5249281818816343
959.86,23.766,27.7,1.6188,95.287994,367.74,2025-05-04 16:00:00,-1.6119104390785428,0.14919174370460284
959.87,23.752,28.6,0.8041,32.96399,311.64,2025-05-04 17:00:00,-0.43752032157661674,-0.6746501153987109
960.31,22.508,38.2,1.382,296.71,128.12,2025-05-04 18:00:00,1.2345308620994095,-0.6211743318297115
960.96,20.521,39.8,2.1983,249.28,54.42,2025-05-04 19:00:00,2.0561152482594998,0.7777615160669598
962.06,20.153,37.1,3.6522,280.05,1.7561,2025-05-04 20:00:00,3.596160064043074,-0.6373363584338417
963.11,18.819,39.9,4.0149,269.48,0.0,2025-05-04 21:00:00,4.014734650388651,0.03643757632872824
964.18,18.151,41.9,4.6972,263.71,0.0,2025-05-04 22:00:00,4.668923290803367,0.5146291330597712
965.67,18.056,43.3,5.4554,302.42,0.0,2025-05-04 23:00:00,4.605125912516792,-2.924757167675015
965.52,18.956,42.0,1.2442,155.48,0.0,2025-05-05 00:00:00,-0.516356504285618,1.1319936397709736
965.27,19.119,42.4,2.795,272.35,0.0,2025-05-05 01:00:00,2.792649385597588,-0.11460544978932624
964.73,18.948,43.8,2.8881,259.85,0.0,2025-05-05 02:00:00,2.842900567226295,0.508957733868355
964.47,18.313,45.1,4.245,270.57,0.0,2025-05-05 03:00:00,4.244789937483664,-0.04223016264989574
964.19,16.247,49.2,3.7874,284.85,0.0,2025-05-05 04:00:00,3.6609012263788347,-0.9706703718039102
963.93,15.329,51.2,3.2634,286.47,0.0,2025-05-05 05:00:00,3.1294971943255097,-0.9252172019092394
964.54,14.129,56.2,3.7906,282.25,0.96,2025-05-05 06:00:00,3.7042922321574303,-0.8042806840762247
964.7,15.726,58.3,3.8876,275.99,75.84,2025-05-05 07:00:00,3.8663741855928047,-0.4056900503852395
964.9,17.329,52.9,3.6078,292.81,115.57,2025-05-05 08:00:00,3.3256538168750147,-1.3986591901906076
965.52,19.043,47.4,4.308,289.01,274.08,2025-05-05 09:00:00,4.073049170906284,-1.4032585119569487
965.38,22.055,41.1,5.8039,284.72998,635.72,2025-05-05 10:00:00,5.613153907143924,-1.4757230176137026
964.7,24.697,34.0,5.4657,290.64,880.78,2025-05-05 11:00:00,5.11487680803044,-1.9266322245494432
963.7,26.96,27.3,5.2166,294.92004,982.14,2025-05-05 12:00:00,4.730917302529014,-2.198030262901672
962.26,28.523,22.3,4.2991,294.40002,1019.1,2025-05-05 13:00:00,3.915119506238588,-1.775978620893314
961.37,29.921,18.9,4.5843,296.59998,989.92,2025-05-05 14:00:00,4.099071984456666,-2.0526605555333512
960.6,30.65,16.6,4.82,291.42004,896.26,2025-05-05 15:00:00,4.487073625920508,-1.7602756248862232
959.95,30.85,16.4,5.2613,282.20996,747.1,2025-05-05 16:00:00,5.142284889884671,-1.1127370764308198
959.8,30.35,19.1,5.5053,270.83997,550.96,2025-05-05 17:00:00,5.504708403628452,-0.080706139929369
959.68,28.721,26.7,4.1771,254.12,306.4,2025-05-05 18:00:00,4.017688834632146,1.1429526840915993
960.16,24.65,31.6,2.3042,258.36,93.48,2025-05-05 19:00:00,2.256813279107688,0.46489941196263673
961.16,22.121,31.4,1.5672,294.75,3.3679,2025-05-05 20:00:00,1.4232419820186677,-0.6561235406686566
962.09,20.621,32.5,2.7194,261.24,0.0,2025-05-05 21:00:00,2.687678049092275,0.41415343102229896
963.13,19.421,32.2,3.2218,275.15002,0.0,2025-05-05 22:00:00,3.2087938508687417,-0.28920107646229753
963.85,18.715,31.8,4.1714,279.52002,0.0,2025-05-05 23:00:00,4.1139509420689935,-0.6899171009981152
964.34,18.121,31.2,4.0944,277.72998,0.0,2025-05-06 00:00:00,4.057194006328386,-0.5507160384563253
964.62,17.815,30.5,2.4614,298.07996,0.0,2025-05-06 01:00:00,2.1716724335953312,-1.1585891425186627
964.95,17.35,29.1,1.672,282.75,0.0,2025-05-06 02:00:00,1.6307723598902335,-0.3690061113559487
965.23,16.631,28.3,1.0746,299.2,0.0,2025-05-06 03:00:00,0.9380420642341374,-0.5242539897104822
965.47,15.89,27.2,0.62006,279.90002,0.0,2025-05-06 04:00:00,0.6108268515628529,-0.10660657113805115
965.42,15.369,25.8,0.93092,263.36,0.0,2025-05-06 05:00:00,0.9246756514011505,0.10764286370149194
966.14,15.062,26.5,1.1569,231.66998,0.96,2025-05-06 06:00:00,0.9075319761481051,0.7174979597662388
966.71,16.706,32.0,1.0485,329.32996,79.36,2025-05-06 07:00:00,0.5348327525231601,-0.901834894439387
966.99,18.584,30.5,0.96554,359.12,222.4,2025-05-06 08:00:00,0.014829046778360213,-0.9654261188571838
967.51,21.279,25.8,0.45248,266.86,465.44,2025-05-06 09:00:00,0.45180067949491043,0.024785003690481793
967.27,23.257,21.2,0.56882,14.225006,547.12,2025-05-06 10:00:00,-0.13977640273415734,-0.551378952843413
966.31,24.494,17.3,1.7244,31.756989,683.64,2025-05-06 11:00:00,-0.9075821498034743,-1.4662366798570086
965.46,25.094,17.2,1.169,125.78,599.74,2025-05-06 12:00:00,-0.9483722432767974,0.6834845193434415
964.47,25.435,16.7,1.5564,154.23999,522.06,2025-05-06 13:00:00,-0.6764155013842841,1.4017285862416617
963.93,27.969,15.0,0.71246,182.54999,840.85,2025-05-06 14:00:00,0.03169807946762193,0.7117545105990297
962.5,28.825,14.3,0.87455,69.770996,836.76,2025-05-06 15:00:00,-0.8206061007310492,-0.30239598202189
961.77,28.797,14.6,1.7169,87.65201,624.64,2025-05-06 16:00:00,-1.7154585438127967,-0.0703391388892346
961.36,28.53,16.0,2.7264,96.349,475.34,2025-05-06 17:00:00,-2.7096782961726666,0.30149708332054065
961.11,26.56,24.9,4.0655,94.041016,248.14,2025-05-06 18:00:00,-4.055392591699128,0.2864981277283123
960.96,23.743,25.3,4.5929,96.759,68.02,2025-05-06 19:00:00,-4.560979262200542,0.5405539563971375
961.1,21.904,22.2,3.9816,104.31,3.1001,2025-05-06 20:00:00,-3.858061332779434,0.9841246427725385
961.38,20.204,23.7,2.9263,94.01099,0.0,2025-05-06 21:00:00,-2.919132472368492,0.20468829659708082
961.48,18.404,26.8,1.8512,86.688995,0.0,2025-05-06 22:00:00,-1.848109868989408,-0.10691750157926815
961.73,17.304,29.3,1.2462,52.99301,0.0,2025-05-06 23:00:00,-0.9951680685389731,-0.7501032964601673
961.82,16.496,30.7,0.35074,282.40002,0.0,2025-05-07 00:00:00,0.3425580086125678,-0.07531638822588298
961.36,15.904,31.9,0.54302,323.99,0.0,2025-05-07 01:00:00,0.3192558173177876,-0.4392566943243454
960.65,15.298,33.2,0.29034,263.14,0.0,2025-05-07 02:00:00,0.28826144761575545,0.034679293800033845
960.46,14.818,35.2,0.48333,300.59998,0.0,2025-05-07 03:00:00,0.4160225297942029,-0.24603484225538375
960.47,14.55,36.6,1.2264,309.37,0.0,2025-05-07 04:00:00,0.9480879114407552,-0.7779371903822998
960.08,13.982,39.8,0.62509,235.77002,0.0,2025-05-07 05:00:00,0.5168158802093286,0.3516231705440597
960.78,14.11,44.4,1.7635,290.77002,1.28,2025-05-07 06:00:00,1.6488925298849637,-0.6253684313183424
961.41,16.28,44.9,0.96214,259.88,86.16,2025-05-07 07:00:00,0.9471709349201906,0.1690579771629019
962.23,18.886,35.0,0.76305,24.050995,299.92,2025-05-07 08:00:00,-0.3109806958240388,-0.6968043551276044
962.56,21.286,31.5,1.1876,4.6694946,515.78,2025-05-07 09:00:00,-0.09667998367255007,-1.1836582026738443
962.1,24.029,29.0,0.52234,34.89099,709.38,2025-05-07 10:00:00,-0.29878730445002655,-0.4284451216894495
961.31,25.907,28.1,1.5007,104.34,860.08,2025-05-07 11:00:00,-1.453942776295378,0.37168655243159965
960.41,27.186,28.1,2.4879,101.56,957.96,2025-05-07 12:00:00,-2.4374339181403286,0.49856023176651904
959.43,28.586,27.8,2.9896,97.82501,992.96,2025-05-07 13:00:00,-2.96176235547236,0.40702814362991385
958.23,29.68,27.1,3.7556,90.32199,959.58,2025-05-07 14:00:00,-3.755540695493666,0.02110555592606097
957.28,30.174,27.1,4.4691,88.93399,862.34,2025-05-07 15:00:00,-4.468326509753982,-0.08314452615650643
956.39,29.991,27.6,5.3324,87.208984,635.94,2025-05-07 16:00:00,-5.326074625669543,-0.2596513851282829
955.8,29.727,28.5,5.8131,83.401,473.44,2025-05-07 17:00:00,-5.774586884095073,-0.668040364077768
955.0,28.664,34.4,4.9861,60.033997,301.72,2025-05-07 18:00:00,-4.3195677806912585,-2.490487381621115
954.68,25.416,41.4,4.7757,42.11499,99.96,2025-05-07 19:00:00,-3.2026833502194623,-3.5426162434318282
955.32,23.238,44.1,4.8143,71.138,4.1362,2025-05-07 20:00:00,-4.555771998060627,-1.5564144665501802
956.66,22.461,46.6,4.2686,87.300995,0.0,2025-05-07 21:00:00,-4.263864811555849,-0.2010045491420711
957.96,21.289,50.3,3.9373,71.083984,0.0,2025-05-07 22:00:00,-3.7246652339230346,-1.2764012633984139
957.88,20.169,52.8,3.0645,69.68701,0.0,2025-05-07 23:00:00,-2.8739195229466366,-1.0638359016437526
957.9,19.548,53.3,2.7269,65.91101,0.0,2025-05-08 00:00:00,-2.489421438385397,-1.1129979838738169
957.52,19.156,54.2,1.9734,53.43799,0.0,2025-05-08 01:00:00,-1.5850597960284913,-1.175539451917339
957.22,18.85,55.6,1.7407,50.747986,0.0,2025-05-08 02:00:00,-1.3479465612372705,-1.1013975476859466
956.65,18.644,57.0,2.3949,27.479004,0.0,2025-05-08 03:00:00,-1.1050632304713282,-2.124707336707875
957.48,18.677,57.7,0.82565,234.45,0.0,2025-05-08 04:00:00,0.6717558163303249,0.48004379563366795
957.6,18.402,59.3,0.44879,38.097992,0.0,2025-05-08 05:00:00,-0.2769071530140531,-0.3531782732695371
958.75,18.294,61.1,0.91871,142.45001,0.88,2025-05-08 06:00:00,-0.5599109240593462,0.7283734078197867
959.01,19.088,61.7,0.21856,22.263,32.42,2025-05-08 07:00:00,-0.08280333694553861,-0.20226735028343948
958.08,18.134,90.8,0.5072,348.11,13.884,2025-05-08 08:00:00,0.10450014059225522,-0.4963180035181062
958.43,17.55,93.4,1.8592,335.8,16.96,2025-05-08 09:00:00,0.7621289045182515,-1.69581371998749
958.76,17.108,96.5,2.001,330.15,13.88,2025-05-08 10:00:00,0.9959598108651382,-1.7355301942465529
959.36,17.176,96.5,2.6315,305.76,10.92,2025-05-08 11:00:00,2.1353885648457824,-1.5378257141580995
959.51,17.468,94.6,3.2328,289.14,31.76,2025-05-08 12:00:00,3.0540915941654507,-1.0599624401118828
959.65,17.437,93.8,2.6753,269.21,35.6,2025-05-08 13:00:00,2.675045701070912,0.0368861380742442
959.74,17.592,93.5,2.065,255.45,60.416,2025-05-08 14:00:00,1.9987729182892944,0.5187791641086767
959.83,17.794,92.2,0.93385,177.37,49.7,2025-05-08 15:00:00,-0.04285067999886348,0.9328663579118045
959.74,18.074,90.5,2.349,145.44,77.02,2025-05-08 16:00:00,-1.3325147614987516,1.9344780718291756
959.83,18.067,87.2,2.5563,120.08,55.86,2025-05-08 17:00:00,-2.2120339482288776,1.2812398299627445
959.45,18.684,77.9,1.4717,104.34,223.5,2025-05-08 18:00:00,-1.4258463276297115,0.3645039642923871
959.47,17.502,83.6,1.9059,34.989014,87.82,2025-05-08 19:00:00,-1.09287995834243,-1.5614314607607496
961.25,15.934,89.2,1.3599,336.65,3.86,2025-05-08 20:00:00,0.5389920779377649,-1.248525350131238
962.23,15.951,91.0,2.1955,268.65,0.0,2025-05-08 21:00:00,2.19489059554362,0.05172546369219217
963.47,16.025,94.1,2.8857,265.58,0.0,2025-05-08 22:00:00,2.877117672788835,0.22239241652123773
963.42,16.517,94.3,4.2522,265.43,0.0,2025-05-08 23:00:00,4.238681124590163,0.3388025443279175
963.53,16.715,93.6,3.8197,263.6,0.0,2025-05-09 00:00:00,3.7958953208177304,0.42577788034849934
964.17,17.85,80.4,7.867,293.63,0.0,2025-05-09 01:00:00,7.207375506998807,-3.1533200441936873
964.09,17.55,66.1,10.283,297.51,0.0,2025-05-09 02:00:00,9.120303548226184,-4.749752855487625
964.01,16.35,74.4,6.632,284.7,0.0,2025-05-09 03:00:00,6.414919736409615,-1.68292268848643
963.93,15.001,83.6,3.4213,271.18,0.0,2025-05-09 04:00:00,3.4205744546534826,-0.07045629973275484
964.67,13.766,85.2,3.5526,282.5,0.0,2025-05-09 05:00:00,3.4683891948942756,-0.7689233724765028
965.13,12.847,84.4,3.6376,268.5,1.68,2025-05-09 06:00:00,3.636353485331087,0.09522126716472058
965.6,14.647,79.3,3.0645,272.92,98.8,2025-05-09 07:00:00,3.060521163740899,-0.1561103977768674
966.3,18.589,64.2,3.2865,287.05,311.15,2025-05-09 08:00:00,3.1420558582097238,-0.9636219351436317
966.54,20.789,51.2,5.2212,296.14,529.74,2025-05-09 09:00:00,4.687176820291129,-2.300283220676431
966.81,23.269,34.1,10.16,291.64,728.1,2025-05-09 10:00:00,9.443915680667056,-3.7467394647147407
966.44,24.414,24.4,12.011,297.07,881.16,2025-05-09 11:00:00,10.69520942718789,-5.465950631737471
965.78,25.611,21.3,13.259,293.56,989.19,2025-05-09 12:00:00,12.153756312188547,-5.2997441923112705
965.33,25.769,19.3,15.427,302.47998,1028.9,2025-05-09 13:00:00,13.013895312892139,-8.284374314641026
964.7,26.501,18.1,15.094,305.82,1003.0,2025-05-09 14:00:00,12.239114513083846,-8.833623941261049
964.3,27.121,20.5,14.076,313.45,907.44,2025-05-09 15:00:00,10.218821248516669,-9.680365090783727
963.86,26.95,21.9,13.0,310.26,755.72,2025-05-09 16:00:00,9.920555947252572,-8.40134332695859
963.51,26.25,22.5,11.601,308.82,562.96,2025-05-09 17:00:00,9.03856174016987,-7.2723863118743495
963.6,24.65,23.5,11.374,307.08997,344.6,2025-05-09 18:00:00,9.072920510595415,-6.859299483796945
965.41,20.85,30.7,12.554,346.11,127.28,2025-05-09 19:00:00,3.013695875711096,-12.1869008845039
966.92,17.65,34.6,2.9655,278.65002,4.688,2025-05-09 20:00:00,2.9317687953122884,-0.4460067049194804
968.26,16.05,39.1,2.8617,260.32,0.0,2025-05-09 21:00:00,2.820955753340842,0.4811813875174347
969.52,15.15,41.1,2.8215,302.86,0.0,2025-05-09 22:00:00,2.370056803793296,-1.5309124719568736
970.19,14.45,42.7,3.8314,281.21997,0.0,2025-05-09 23:00:00,3.7581719724381992,-0.7454994202412082
970.41,13.899,43.8,5.2205,283.84998,0.0,2025-05-10 00:00:00,5.068718316421164,-1.2496859120501425
970.71,13.95,40.9,5.2435,286.89,0.0,2025-05-10 01:00:00,5.017317991596571,-1.5234212881541827
970.37,12.85,42.5,4.3778,292.33997,0.0,2025-05-10 02:00:00,4.049223264827584,-1.6640083508140926
970.59,11.772,46.9,4.3228,276.78003,0.0,2025-05-10 03:00:00,4.292569434422718,-0.5103405634082306
971.08,11.795,47.5,4.3185,272.06,0.0,2025-05-10 04:00:00,4.315709093287355,-0.15523296079388973
971.42,11.15,48.3,4.443,286.02002,0.0,2025-05-10 05:00:00,4.270457541001384,-1.2261490082793403
972.06,10.553,49.2,4.3899,278.96997,2.0,2025-05-10 06:00:00,4.336212382250662,-0.6844590462664935
972.75,12.708,50.2,4.3612,280.14,107.6,2025-05-10 07:00:00,4.29308028455657,-0.7678066881394555
973.1,16.041,49.3,4.3633,285.29004,280.75,2025-05-10 08:00:00,4.208853466321055,-1.1506256511295205
973.93,19.273,37.3,5.3119,292.57996,531.78,2025-05-10 09:00:00,4.9047140389239985,-2.0396229569167508
973.96,21.111,27.5,7.0739,291.88,612.22,2025-05-10 10:00:00,6.564341479233282,-2.6361870483744885
973.18,22.803,19.5,6.5041,288.47998,725.9,2025-05-10 11:00:00,6.168712625225138,-2.061625901415674
972.0,24.598,15.9,5.9571,304.42004,994.74,2025-05-10 12:00:00,4.914106166568344,-3.3672839193770048
970.99,25.259,15.6,6.7673,290.62,966.96,2025-05-10 13:00:00,6.333764178229064,-2.383229033177951
969.97,25.864,15.3,7.7036,283.15002,956.02,2025-05-10 14:00:00,7.501594093482033,-1.7525806733601395
968.79,25.855,15.0,8.6784,285.54004,829.32,2025-05-10 15:00:00,8.361147756011482,-2.3250451097009157
968.44,25.636,15.5,9.3176,285.42004,657.92,2025-05-10 16:00:00,8.982189352040834,-2.4774874780882894
968.1,25.137,20.3,9.2092,293.13,512.14,2025-05-10 17:00:00,8.468927151577894,-3.6175457897954435
967.8,23.602,25.2,6.8034,280.3,347.98,2025-05-10 18:00:00,6.693763467077057,-1.216462990322574
967.52,20.04,28.9,3.6265,252.78003,129.84,2025-05-10 19:00:00,3.4639429982513175,1.0735926391633246
968.0,17.482,26.5,2.7305,230.98999,5.168,2025-05-10 20:00:00,2.121696805184953,1.7187300302455781
968.32,15.65,29.3,2.3353,224.21997,0.0,2025-05-10 21:00:00,1.6286730956983273,1.6736337823276715
968.7,14.465,32.2,2.7325,259.91003,0.0,2025-05-10 22:00:00,2.690238783322141,0.4787186425338031
968.51,13.666,34.5,3.1825,258.22998,0.0,2025-05-10 23:00:00,3.1155855737121225,0.6491785446831281
968.05,13.244,36.2,3.4912,257.47998,0.0,2025-05-11 00:00:00,3.4081803822087493,0.7568248954199545
967.36,12.666,37.3,3.2575,266.62,0.0,2025-05-11 01:00:00,3.251833477561703,0.19205541962923128
966.59,12.15,38.4,3.167,273.32996,0.0,2025-05-11 02:00:00,3.1616527734254665,-0.18395852872605414
966.05,11.493,39.5,3.3486,272.07996,0.0,2025-05-11 03:00:00,3.346393772551105,-0.12153468242104426
966.06,11.15,41.0,3.6257,267.17004,0.0,2025-05-11 04:00:00,3.6212783037323844,0.17900820349108518
966.25,10.664,42.4,3.6399,264.79004,0.0,2025-05-11 05:00:00,3.6248622207792467,0.33052366082830936
966.74,10.29,45.2,3.6946,265.49,2.16,2025-05-11 06:00:00,3.6831601323848213,0.2905178122095569
967.31,12.473,48.4,3.7636,266.57996,110.24,2025-05-11 07:00:00,3.756897117337807,0.22451950859307584
967.89,15.653,38.1,3.6176,271.49,325.28,2025-05-11 08:00:00,3.6163768116226866,-0.0940665528109259
967.74,18.67,33.6,3.7199,277.0,544.54,2025-05-11 09:00:00,3.6921724294905536,-0.4533417705328089
967.24,21.47,31.2,4.8119,280.19,738.9,2025-05-11 10:00:00,4.735999495815141,-0.8512874870681029
966.36,24.24,31.4,5.7392,280.32996,892.46,2025-05-11 11:00:00,5.6461756466986,-1.0291342024379777
965.08,26.205,29.8,6.0937,294.15002,992.42,2025-05-11 12:00:00,5.560363235836335,-2.4930985491070508
963.98,27.796,25.4,6.5216,300.71997,1028.1,2025-05-11 13:00:00,5.6064517426716725,-3.331510981085575
962.62,28.949,22.5,6.9294,292.07,998.54,2025-05-11 14:00:00,6.421651641032749,-2.603646397117204
961.5,29.365,21.1,7.3283,292.82,906.14,2025-05-11 15:00:00,6.754698034387225,-2.8421884797186405
960.71,29.355,20.7,7.4722,293.38,757.42,2025-05-11 16:00:00,6.858681573034158,-2.9651745175826827
960.26,28.928,24.2,6.523,294.07,565.02,2025-05-11 17:00:00,5.955811147878461,-2.6604215024703586
959.82,27.65,33.2,3.7429,295.16003,346.06,2025-05-11 18:00:00,3.387788093180456,-1.5912863493742204
959.56,24.053,35.4,1.4679,253.03998,128.66,2025-05-11 19:00:00,1.4040588785739314,0.4281928017817607
959.64,21.054,38.3,2.2298,200.12,5.3403,2025-05-11 20:00:00,0.7670232815119922,2.093724749249188
960.21,19.247,42.7,1.8408,214.25,0.0,2025-05-11 21:00:00,1.036011310901082,1.5215864101933287
960.64,18.259,45.0,2.0745,239.52002,0.0,2025-05-11 22:00:00,1.7878174791019241,1.052263708115813
960.32,17.356,47.5,1.6768,246.35999,0.0,2025-05-11 23:00:00,1.536087873684953,0.6723780813783566
960.42,16.85,49.1,1.9046,261.95996,0.0,2025-05-12 00:00:00,1.8858788650116602,0.2663870614394263
960.09,16.354,50.4,1.78,260.53003,0.0,2025-05-12 01:00:00,1.7557421087500844,0.2928645549768819
959.99,15.734,52.3,2.0165,272.86,0.0,2025-05-12 02:00:00,2.0139883168360844,-0.1006146592090683
