pres,temperature,RH,ws,wd,ssrd,time,ws_u,ws_v
972.71,12.155,27.1,1.8157,278.08,0.0,2025-04-02 02:00:00,1.7976751488397609,-0.25520687538533154
972.74,12.068,26.9,1.4591,273.8,0.0,2025-04-02 03:00:00,1.4558921223849302,-0.09670024807364039
972.74,11.987,27.4,1.7347,264.54,0.0,2025-04-02 04:00:00,1.726829438417081,0.16505811284559194
973.18,11.802,28.0,1.8132,278.06,0.0,2025-04-02 05:00:00,1.795288818862147,-0.2542288277685216
973.62,11.372,30.2,1.7151,272.11,0.0,2025-04-02 06:00:00,1.7139371330851079,-0.06314676422432025
974.31,11.601,34.8,1.8263,272.46,13.12,2025-04-02 07:00:00,1.824616937064197,-0.07838828342595702
975.19,13.327,34.7,3.5565,106.51001,138.08,2025-04-02 08:00:00,-3.4098658629141476,1.0106963178585133
976.47,15.447,23.9,9.3842,114.45999,396.44,2025-04-02 09:00:00,-8.541973979561735,3.885600361911946
977.0,16.327,21.2,11.738,114.390015,602.56,2025-04-02 10:00:00,-10.690449692353862,4.847156834191692
976.84,17.127,20.8,10.629,110.140015,679.2,2025-04-02 11:00:00,-9.979079308364929,3.659729109833529
976.21,18.651,20.3,9.584,107.57001,879.16,2025-04-02 12:00:00,-9.136894946569615,2.893130957172631
975.07,18.949,20.7,9.3424,101.83002,869.68,2025-04-02 13:00:00,-9.143968443644944,1.9152751399278047
973.89,19.676,21.0,8.4757,100.07001,873.09,2025-04-02 14:00:00,-8.345130454048496,1.4819879199616757
973.25,19.801,21.7,7.764,96.112,780.74,2025-04-02 15:00:00,-7.719866834162826,0.8266511131020408
972.31,19.496,22.8,8.5391,93.313995,636.74,2025-04-02 16:00:00,-8.524820287739177,0.4936272599345803
972.7,18.971,24.2,9.0656,100.26001,471.92,2025-04-02 17:00:00,-8.920637380480686,1.6147235323641838
973.34,17.417,29.6,8.5927,92.54498,205.0,2025-04-02 18:00:00,-8.584224765362118,0.3815474646013387
973.93,15.74,30.8,7.9589,95.98599,37.8,2025-04-02 19:00:00,-7.9155035008493915,0.8299961072445048
974.75,15.69,31.0,7.5528,105.09,0.0,2025-04-02 20:00:00,-7.29236497568065,1.9662657250397684
975.34,15.325,32.0,5.2899,103.73001,0.0,2025-04-02 21:00:00,-5.138740775491689,1.2555418162287855
975.67,13.227,37.5,2.8388,73.518005,0.0,2025-04-02 22:00:00,-2.7221506942210074,-0.805407373912164
974.8,12.424,39.8,3.3238,82.622986,0.0,2025-04-02 23:00:00,-3.296288086335368,-0.4267684288739232
974.71,11.638,41.8,2.5263,56.100006,0.0,2025-04-03 00:00:00,-2.0968601833898455,-1.409031249232714
973.59,10.883,43.4,1.9169,83.701996,0.0,2025-04-03 01:00:00,-1.9053310822604257,-0.21028332547378897
973.84,10.442,44.6,0.51878,69.80301,0.0,2025-04-03 02:00:00,-0.48688082036391256,-0.1791082219267545
973.26,9.9612,45.7,0.73239,71.207,0.0,2025-04-03 03:00:00,-0.6933452822342291,-0.23593946618473388
972.9,9.5901,46.8,0.22735,249.79999,0.0,2025-04-03 04:00:00,0.21336637502292832,0.07850358278177566
973.1,9.2644,47.6,1.0004,246.72998,0.0,2025-04-03 05:00:00,0.9190206859620864,0.39522289758284007
973.22,9.0512,48.3,0.51438,212.53998,0.0,2025-04-03 06:00:00,0.27667881987184834,0.43363073580446443
973.48,9.5667,50.2,0.45702,179.87,15.12,2025-04-03 07:00:00,-0.0010369445974654312,0.4570188236231652
973.05,12.006,42.9,0.22404,306.61,181.9,2025-04-03 08:00:00,0.1798399106048102,-0.1336096110077934
973.48,14.267,37.5,0.84062,34.175995,407.08,2025-04-03 09:00:00,-0.47220719693054136,-0.6954583722747185
973.43,16.497,33.3,0.69555,77.89398,615.4,2025-04-03 10:00:00,-0.6800818075193146,-0.14587164762647292
972.83,18.613,30.3,0.73232,102.42999,782.5,2025-04-03 11:00:00,-0.7151542338296099,0.15762932543021207
971.58,20.65,28.0,0.95748,128.35,893.42,2025-04-03 12:00:00,-0.7508895313067019,0.5940815282215073
970.34,22.186,26.5,0.95,87.382996,938.96,2025-04-03 13:00:00,-0.9490092100037625,-0.043376483583096065
968.81,22.935,26.1,1.6976,82.76001,915.54,2025-04-03 14:00:00,-1.6840650053924964,-0.21394115455510324
967.69,23.592,25.7,2.2473,88.272,825.64,2025-04-03 15:00:00,-2.2462780248201684,-0.067766696909351
966.62,23.988,25.7,3.6657,86.67999,674.88,2025-04-03 16:00:00,-3.6595476799134437,-0.21229052838064613
966.35,23.617,26.6,4.6958,85.100006,478.16,2025-04-03 17:00:00,-4.678638283856409,-0.40110029772259853
966.71,22.602,30.7,5.9885,97.82599,251.56,2025-04-03 18:00:00,-5.932724167716041,0.8154239386956988
967.07,19.562,36.6,8.2849,107.880005,49.16,2025-04-03 19:00:00,-7.8847526422522325,2.5436673879452942
967.15,17.974,40.9,6.6203,100.44,0.12012,2025-04-03 20:00:00,-6.510702290630582,1.1996365169407355
968.04,16.951,44.1,2.7795,91.11401,0.0,2025-04-03 21:00:00,-2.7789746413165397,0.0540388093837239
968.22,16.278,46.2,1.0289,78.996,0.0,2025-04-03 22:00:00,-1.0099825006308196,-0.19639388590156395
968.38,15.865,47.9,0.49343,102.47,0.0,2025-04-03 23:00:00,-0.48178959195225407,0.10654554888159574
968.39,15.601,48.8,0.51563,299.39,0.0,2025-04-04 00:00:00,0.4492681491803703,-0.2530462942468128
967.81,15.792,48.6,0.52089,231.25,0.0,2025-04-04 01:00:00,0.40623402839825123,0.32603727742595445
967.49,15.859,49.1,0.8303,281.99,0.0,2025-04-04 02:00:00,0.8121860699770468,-0.17248732630323824
967.22,15.559,49.9,0.13251,288.11,0.0,2025-04-04 03:00:00,0.12594565255467785,-0.04118971598076839
966.88,15.52,50.2,0.94407,302.13,0.0,2025-04-04 04:00:00,0.799479605002068,-0.5020961323150549
967.41,15.52,50.4,1.4059,277.32,0.0,2025-04-04 05:00:00,1.3944419547105014,-0.1791268962025409
967.23,15.415,50.6,1.3709,272.88,0.0,2025-04-04 06:00:00,1.3691684938111894,-0.06887993579264642
967.84,15.812,52.5,0.69413,246.04999,10.16,2025-04-04 07:00:00,0.6343653955995908,0.28177473585432516
967.91,16.546,48.8,1.3929,253.77002,78.368,2025-04-04 08:00:00,1.3373895533296682,0.3893065535598791
968.66,17.846,45.6,2.8287,286.41003,179.38,2025-04-04 09:00:00,2.713471587685936,-0.7991343021177141
968.49,18.514,47.9,3.3029,289.64,263.26,2025-04-04 10:00:00,3.110747298528652,-1.1101349713871262
968.3,20.946,46.1,4.0255,297.46997,674.02,2025-04-04 11:00:00,3.5716358409202953,-1.856897323454793
967.88,20.848,47.1,5.2318,295.7,324.78,2025-04-04 12:00:00,4.71425476015292,-2.2688175987451116
967.68,22.827,40.7,5.1026,288.25,441.44,2025-04-04 13:00:00,4.845934761357697,-1.5979496389639825
966.9,23.914,33.7,5.8618,307.94,391.74,2025-04-04 14:00:00,4.622938117006716,-3.604045283612068
966.7,22.314,37.0,0.96616,340.88,70.72,2025-04-04 15:00:00,0.3164635133025923,-0.9128614299816703
967.01,24.017,28.9,4.1047,34.57901,304.16,2025-04-04 16:00:00,-2.329590285201634,-3.379581511532777
968.55,18.139,54.9,4.3921,53.483,39.72,2025-04-04 17:00:00,-3.5298444114873577,-2.6135686026372964
967.82,18.886,52.6,1.4354,208.0,65.08,2025-04-04 18:00:00,0.6738794812228672,1.267382974789704
969.04,17.189,55.2,1.6457,272.57996,41.22,2025-04-04 19:00:00,1.6440318773791458,-0.0740788509711193
970.05,16.31,56.7,2.2899,224.33997,0.019958,2025-04-04 20:00:00,1.6004440582163968,1.6377487067678698
970.88,15.81,55.9,2.1652,263.75,0.0,2025-04-04 21:00:00,2.1523307835189662,0.23571855742947478
971.71,15.43,55.9,1.7248,245.04999,0.0,2025-04-04 22:00:00,1.5638350619451118,0.7275678243511934
971.91,14.891,58.5,1.821,231.69,0.0,2025-04-04 23:00:00,1.4288807680415354,1.12886702083152
971.71,14.094,61.5,1.3465,255.14001,0.0,2025-04-05 00:00:00,1.3014668476098916,0.34532056783859716
971.82,13.594,61.0,1.4627,266.3,0.0,2025-04-05 01:00:00,1.459651174846716,0.09439140728160121
971.38,13.479,59.2,1.2814,287.93,0.0,2025-04-05 02:00:00,1.2191666843049427,-0.39448517827783136
971.5,12.979,58.8,0.92216,297.79004,0.0,2025-04-05 03:00:00,0.8157999431865706,-0.4299412963379863
971.85,12.608,60.5,1.4666,279.40002,0.0,2025-04-05 04:00:00,1.446906648599604,-0.23953436128927605
971.77,12.25,62.0,1.1697,272.16003,0.0,2025-04-05 05:00:00,1.168868873064053,-0.04408681868733871
972.13,11.756,64.1,1.1042,284.76,0.0,2025-04-05 06:00:00,1.0677630427872808,-0.28131783529959037
972.82,12.256,62.7,1.0913,262.87,17.04,2025-04-05 07:00:00,1.0828610690745981,0.1354532948385472
971.97,14.901,55.1,1.1987,291.78,148.26,2025-04-05 08:00:00,1.113131282546438,-0.4447700954611522
972.38,17.28,43.4,0.72084,351.43,384.34,2025-04-05 09:00:00,0.10741785495753448,-0.712791491276602
972.66,19.122,35.2,1.5786,67.19299,542.58,2025-04-05 10:00:00,-1.455178316263029,-0.6119101468989511
972.51,20.743,26.8,2.5182,98.951996,688.7,2025-04-05 11:00:00,-2.487525954563528,0.39184928910591427
971.58,21.956,26.2,2.3838,99.43399,821.18,2025-04-05 12:00:00,-2.3515593360829543,0.3907315304414197
970.46,22.98,26.5,2.0307,91.25,850.4,2025-04-05 13:00:00,-2.0302167483911715,0.04429948703968309
969.33,23.942,25.1,1.4039,66.80701,784.26,2025-04-05 14:00:00,-1.290441758069399,-0.5528971685863102
968.16,24.289,24.8,2.0991,25.329987,597.74,2025-04-05 15:00:00,-0.8980600021860838,-1.8972899205112357
967.47,24.45,24.0,1.7956,10.335999,560.82,2025-04-05 16:00:00,-0.32216719089763113,-1.7664619047998542
967.19,24.189,24.3,1.0255,82.49899,335.8,2025-04-05 17:00:00,-1.0167243456151716,-0.1338725327817522
967.28,22.208,32.0,5.7723,121.59,176.36,2025-04-05 18:00:00,-4.9169512000264675,3.0237457212137215
967.55,18.958,35.2,4.4512,122.869995,39.38,2025-04-05 19:00:00,-3.7385815851336006,2.415820599982527
968.09,18.015,35.3,2.6907,96.33002,0.0,2025-04-05 20:00:00,-2.6742956738077943,0.29666334295446156
968.56,17.288,36.3,2.5439,68.965,0.0,2025-04-05 21:00:00,-2.3743779072351012,-0.9131028220490062
968.94,16.654,37.3,1.6165,67.627014,0.0,2025-04-05 22:00:00,-1.4948189310119002,-0.6152955497063506
968.74,16.156,37.9,1.5436,66.72101,0.0,2025-04-05 23:00:00,-1.4179376288916008,-0.6100441300211525
968.78,15.75,38.1,1.3969,75.39099,0.0,2025-04-06 00:00:00,-1.3517375518738546,-0.3523282572461061
968.73,15.071,39.1,1.0654,79.377014,0.0,2025-04-06 01:00:00,-1.0471406124760179,-0.19640187805453915
968.61,14.671,40.2,0.26762,124.399994,0.0,2025-04-06 02:00:00,-0.22081689024249343,0.15119644633269205
968.24,13.992,42.0,0.40167,34.20999,0.0,2025-04-06 03:00:00,-0.2258299511535193,-0.33217408397103937
968.12,13.377,44.3,0.36906,261.75,0.0,2025-04-06 04:00:00,0.3652407408196675,0.05295738707206467
968.32,12.831,46.8,0.75053,274.61,0.0,2025-04-06 05:00:00,0.7481019348201736,-0.0603222680136679
968.77,12.433,48.8,1.1781,281.93,0.0,2025-04-06 06:00:00,1.1526540799275085,-0.24353271243606836
969.32,13.025,50.5,1.2562,273.75,20.96,2025-04-06 07:00:00,1.253510379372334,-0.08215941093890484
969.22,15.681,41.6,1.0454,288.33997,185.04,2025-04-06 08:00:00,0.9923001645703231,-0.32894003008711176
969.73,17.716,37.2,1.3451,307.95,354.6,2025-04-06 09:00:00,1.0606755374690537,-0.8272009515315696
969.94,20.045,33.0,1.5643,291.14,561.36,2025-04-06 10:00:00,1.4590257109226217,-0.5641617364433169
969.44,22.56,29.9,2.1064,290.34998,755.04,2025-04-06 11:00:00,1.9749310249577088,-0.7325082980140858
968.42,24.884,29.5,3.0422,284.2,863.32,2025-04-06 12:00:00,2.9492466434509916,-0.7462741293204916
967.35,26.911,28.1,3.8061,279.84998,897.2,2025-04-06 13:00:00,3.749994459518745,-0.6511058006028778
966.28,27.968,27.1,3.252,283.93,768.77,2025-04-06 14:00:00,3.156360518717607,-0.7828743678782176
965.46,28.66,23.9,2.8205,294.77002,674.12,2025-04-06 15:00:00,2.5610050658772043,-1.1817247152155599
964.83,28.75,21.4,2.2811,306.57,494.0,2025-04-06 16:00:00,1.8320188113562863,-1.3590895058224455
964.54,28.397,22.4,1.497,316.83997,342.92,2025-04-06 17:00:00,1.0240054922542987,-1.0919806554298621
964.73,26.771,29.3,0.60586,347.32996,179.04,2025-04-06 18:00:00,0.1328869493582463,-0.5911069262749835
965.22,23.955,30.3,1.7629,107.79001,40.72,2025-04-06 19:00:00,-1.6786028444759065,0.5386175828149276
965.63,22.274,33.8,1.449,119.119995,0.0,2025-04-06 20:00:00,-1.2658499488906518,0.7051417636855261
966.35,21.377,35.9,0.15095,334.05,0.0,2025-04-06 21:00:00,0.0660537024323418,-0.13573065569347126
966.7,20.256,38.9,0.48269,305.64,0.0,2025-04-06 22:00:00,0.3922793462302103,-0.2812588676312247
966.81,19.559,40.9,0.32821,238.37,0.0,2025-04-06 23:00:00,0.27945521157623504,0.1721237601927221
966.93,18.856,42.9,0.68171,263.96997,0.0,2025-04-07 00:00:00,0.6779380802079537,0.07161343103045831
967.01,18.403,44.4,1.8906,277.37,0.0,2025-04-07 01:00:00,1.8749807393966222,-0.24251925055899357
966.79,17.662,45.3,1.9211,273.07,0.0,2025-04-07 02:00:00,1.9183429315059914,-0.10288637976427555
966.7,16.95,44.5,1.9424,245.43,0.0,2025-04-07 03:00:00,1.766523349593834,0.8076589721780977
966.5,16.405,44.7,1.675,249.75,0.0,2025-04-07 04:00:00,1.5714704876701608,0.5797460706048014
966.43,16.086,46.8,1.5945,268.02002,0.0,2025-04-07 05:00:00,1.5935480203822932,0.05509044141840483
966.75,15.786,49.5,1.8321,270.57,0.0,2025-04-07 06:00:00,1.8320093390963061,-0.01822612037476419
967.28,16.534,52.8,2.1995,271.82996,16.8,2025-04-07 07:00:00,2.19837825283405,-0.07023750754624399
967.11,19.231,48.2,2.5971,269.37,120.05,2025-04-07 08:00:00,2.5969430034405456,0.028556030557471055
967.37,21.65,41.5,2.9487,275.46,308.54,2025-04-07 09:00:00,2.935321361077101,-0.2805711981021474
967.53,22.772,40.3,3.7552,275.74,358.78,2025-04-07 10:00:00,3.7363713866890866,-0.3755740948615492
967.39,23.85,38.5,5.0283,267.62,345.9,2025-04-07 11:00:00,5.023962520986466,0.20880966865380174
966.26,27.25,30.2,4.7644,282.3,851.5,2025-04-07 12:00:00,4.65503593483937,-1.0149619723684975
965.57,29.05,23.4,3.8278,287.09,927.52,2025-04-07 13:00:00,3.658780887937526,-1.1248889963294553
964.48,29.576,21.3,3.0408,312.88,908.18,2025-04-07 14:00:00,2.228238854886438,-2.0691583423156326
963.8,29.677,22.9,4.6667,268.27,819.84,2025-04-07 15:00:00,4.664572870976052,0.1408858451166517
963.49,29.074,24.5,3.6238,241.12,668.8,2025-04-07 16:00:00,3.173119485201479,1.7502111794394135
963.5,28.898,24.2,1.2873,224.68,474.32,2025-04-07 17:00:00,0.9051605462707485,0.9153281791110993
963.47,28.116,29.3,1.1459,116.92999,259.6,2025-04-07 18:00:00,-1.0216392825524259,0.5189797552369112
963.98,24.404,32.0,2.5866,112.66,56.74,2025-04-07 19:00:00,-2.3869333049103707,0.996518418249083
964.71,22.886,35.0,2.8955,121.03,0.02832,2025-04-07 20:00:00,-2.4811467399455243,1.492592075839108
965.55,21.196,39.6,1.9516,102.609985,0.0,2025-04-07 21:00:00,-1.9045249315194632,0.42606026008158004
965.9,20.211,43.9,1.5134,87.09799,0.0,2025-04-07 22:00:00,-1.5114591881640504,-0.07662037923731449
966.26,19.55,46.4,1.2026,50.95401,0.0,2025-04-07 23:00:00,-0.9339879497253857,-0.7575706368173005
966.2,18.854,48.4,1.0033,111.01999,0.0,2025-04-08 00:00:00,-0.9365357408296772,0.3598773348637116
966.3,18.213,50.2,0.28839,40.294006,0.0,2025-04-08 01:00:00,-0.18650469384219792,-0.21996543199973037
965.99,17.756,51.6,0.44654,190.71,0.0,2025-04-08 02:00:00,0.08298415001563747,0.43876144138493095
965.77,17.353,52.7,0.16508,299.67,0.0,2025-04-08 03:00:00,0.14343649605523218,-0.081715225015889
965.34,17.151,53.2,0.26812,197.5,0.0,2025-04-08 04:00:00,0.0806252389630857,0.2557105888346146
965.37,17.158,53.3,0.72827,228.45,0.0,2025-04-08 05:00:00,0.5450206566016556,0.48304210662995023
965.93,17.153,53.7,0.78277,274.77,0.0,2025-04-08 06:00:00,0.7800589044935092,-0.06509207647929277
966.91,17.556,53.9,1.5452,293.13,6.64,2025-04-08 07:00:00,1.42099055668442,-0.6069834246614167
968.45,18.849,46.7,1.7653,314.12,64.688,2025-04-08 08:00:00,1.267279450613902,-1.2289372986656915
969.0,19.747,45.9,2.9065,70.21701,149.28,2025-04-08 09:00:00,-2.734962125704142,-0.9837298516177492
968.94,22.153,42.2,1.8317,154.59998,398.12,2025-04-08 10:00:00,-0.7856810614325537,1.654638981683381
968.36,25.133,36.9,1.1235,107.600006,755.74,2025-04-08 11:00:00,-1.0709096796907527,0.3397126844035253
968.12,27.435,32.5,0.30664,346.97998,885.98,2025-04-08 12:00:00,0.06908338557204932,-0.2987567161385725
967.19,28.378,30.0,1.5733,343.57996,930.0,2025-04-08 13:00:00,0.44473568168659294,-1.5091332159338224
965.89,29.582,26.8,2.4045,298.95996,907.12,2025-04-08 14:00:00,2.103837215450038,-1.1642547920826565
964.67,30.65,21.9,2.1204,312.49,816.5,2025-04-08 15:00:00,1.5635728633238062,-1.4322486030984265
964.43,27.381,32.9,9.5001,37.169983,469.46,2025-04-08 16:00:00,-5.739786886284484,-7.57012196137134
964.18,28.748,27.8,0.78224,16.997986,477.74,2025-04-08 17:00:00,-0.22867854716137626,-0.7480678710305384
964.46,28.583,30.9,0.76636,34.674988,261.74,2025-04-08 18:00:00,-0.43599796725755885,-0.6302486986478248
965.21,24.748,33.8,1.0478,51.52301,58.66,2025-04-08 19:00:00,-0.820278712753639,-0.6519414647061754
965.52,23.417,35.8,1.7354,222.47998,0.059814,2025-04-08 20:00:00,1.1719721084506622,1.2798806729588934
966.11,21.648,39.7,0.32088,244.77002,0.0,2025-04-08 21:00:00,0.2902693763530469,0.13677596116135768
966.57,20.615,40.8,1.2071,50.205994,0.0,2025-04-08 22:00:00,-0.9274758698255675,-0.7725793945552178
966.76,19.594,41.4,0.98096,352.97998,0.0,2025-04-08 23:00:00,0.11988915096173203,-0.9736062412914551
966.69,18.915,41.9,0.3125,33.634033,0.0,2025-04-09 00:00:00,-0.1730894364788257,-0.2601851205957838
966.23,18.435,42.2,0.80239,334.66003,0.0,2025-04-09 01:00:00,0.3434136561340114,-0.7251874053516587
966.53,19.388,38.1,2.347,280.7,0.0,2025-04-09 02:00:00,2.306192233487865,-0.43575954630994906
965.35,19.55,37.0,0.71672,256.77002,0.0,2025-04-09 03:00:00,0.6976977387981653,0.16402872820310208
965.78,19.044,37.2,2.348,262.16003,0.0,2025-04-09 04:00:00,2.326053063483445,0.32028291534092096
965.4,19.35,34.8,1.4547,285.95,0.0,2025-04-09 05:00:00,1.3986967686255725,-0.3997492206826448
966.52,18.475,34.0,2.5137,280.04004,0.0,2025-04-09 06:00:00,2.4752056054779232,-0.4382292785867545
966.37,19.075,34.1,1.0321,235.47998,8.24,2025-04-09 07:00:00,0.8503763236327835,0.5848850470005125
967.16,18.848,52.7,2.4682,268.64,50.368,2025-04-09 08:00:00,2.4675047155551946,0.05858087326831829
967.81,20.25,46.7,2.4283,267.15002,120.34,2025-04-09 09:00:00,2.4252965448081856,0.12073756557707087
967.19,22.057,39.8,2.1422,340.40002,244.74,2025-04-09 10:00:00,0.7186036482777218,-2.018075726201063
966.91,24.28,33.4,3.2555,283.75,422.6,2025-04-09 11:00:00,3.1622041082770727,-0.7737864224678564
966.12,26.038,28.0,5.1506,296.59998,522.4,2025-04-09 12:00:00,4.605431617289991,-2.3062263502236067
965.17,27.933,21.0,5.0227,300.24,710.64,2025-04-09 13:00:00,4.339228147534454,-2.5295482548559356
964.12,28.601,19.0,3.7827,302.61,705.2,2025-04-09 14:00:00,3.1863889340826645,-2.0385644092732376
962.86,28.866,17.8,2.9468,296.83997,718.5,2025-04-09 15:00:00,2.6293443756994277,-1.3304805124381895
962.11,29.176,16.3,2.6415,277.20996,639.5,2025-04-09 16:00:00,2.620613392834462,-0.3315232952548747
961.4,29.15,16.0,2.9408,247.88,491.26,2025-04-09 17:00:00,2.7243490251092175,1.1073513576938694
961.28,27.55,21.5,3.9472,239.76001,272.9,2025-04-09 18:00:00,3.4100788592977707,1.9879009063256683
961.25,23.508,23.6,2.7117,235.64001,62.24,2025-04-09 19:00:00,2.2385295474968525,1.5304582173269339
962.03,21.706,25.4,2.1821,253.93,0.0,2025-04-09 20:00:00,2.096832749326469,0.6040304887602959
962.73,20.515,27.8,2.002,262.92004,0.0,2025-04-09 21:00:00,1.9867349672789016,0.2467552832084875
963.06,19.571,30.6,2.3829,260.05,0.0,2025-04-09 22:00:00,2.3470585976671114,0.41173820458744365
963.98,18.555,30.9,1.9647,314.33997,0.0,2025-04-09 23:00:00,1.4051639303842245,-1.3731570990775812
963.56,17.75,33.4,1.8222,256.43,0.0,2025-04-10 00:00:00,1.7713314419516568,0.42754855017116417
963.69,16.85,34.8,1.6298,291.26,0.0,2025-04-10 01:00:00,1.5188833053588453,-0.5909666189406879
963.48,16.473,34.3,1.3621,277.57996,0.0,2025-04-10 02:00:00,1.3501976135235108,-0.17967418967513513
963.74,17.179,32.1,1.6811,258.89,0.0,2025-04-10 03:00:00,1.6495945849615314,0.3239365914273851
963.56,16.993,30.8,0.7798,254.76001,0.0,2025-04-10 04:00:00,0.7523769781906935,0.20498029829386244
963.41,16.684,30.0,0.44141,148.16998,0.0,2025-04-10 05:00:00,-0.23280008538054822,0.37502920999144784
963.67,15.649,30.8,0.59558,52.692993,0.0,2025-04-10 06:00:00,-0.4737239540576401,-0.36097250830498834
964.03,15.909,33.5,0.51849,300.36,27.76,2025-04-10 07:00:00,0.4473877745716706,-0.2620611746592922
962.64,18.193,53.7,1.2949,315.44,187.66,2025-04-10 08:00:00,0.9085740876125393,-0.9226370561163483
963.09,20.73,46.3,1.314,262.65002,416.82,2025-04-10 09:00:00,1.3032031573682314,0.16809976390665324
963.1,23.252,40.5,0.69504,278.71997,633.3,2025-04-10 10:00:00,0.6870061063009791,-0.10537177755531937
962.64,24.929,36.5,1.2685,33.817017,795.6,2025-04-10 11:00:00,-0.7059740287862779,-1.0538941695821604
961.74,26.116,33.7,1.6375,62.852997,901.96,2025-04-10 12:00:00,-1.4571110277949557,-0.7471503882608428
960.37,27.318,31.3,2.1684,95.265015,944.72,2025-04-10 13:00:00,-2.1592513346941855,0.19897797270396186
959.02,28.713,28.4,3.2151,86.037994,917.9,2025-04-10 14:00:00,-3.207416193504998,-0.22214718463647173
957.77,29.213,27.1,4.4732,75.195984,823.12,2025-04-10 15:00:00,-4.324714279476494,-1.1429630969073838
957.13,29.26,26.8,4.7376,65.75598,675.56,2025-04-10 16:00:00,-4.31976692086878,-1.945370789687112
956.88,29.025,26.9,5.3338,81.655,482.82,2025-04-10 17:00:00,-5.2773262952011555,-0.7741121456084038
956.85,27.382,32.8,8.3165,105.56,264.98,2025-04-10 18:00:00,-8.0117008864065,2.230879009886756
957.13,23.982,40.1,8.2654,108.04001,60.32,2025-04-10 19:00:00,-7.859077035114363,2.559637731425684
957.61,22.568,41.5,7.122,112.29999,0.0,2025-04-10 20:00:00,-6.589344086016361,2.702485618108116
957.94,21.455,44.2,3.4727,84.918,0.0,2025-04-10 21:00:00,-3.4590486191362504,-0.3076165477532053
958.11,20.75,46.7,1.5272,80.806,0.0,2025-04-10 22:00:00,-1.5075800652335147,-0.2440126777659536
957.98,20.307,48.3,0.45148,13.661011,0.0,2025-04-10 23:00:00,-0.10662917629218846,-0.43870765797196815
958.16,19.45,50.8,0.16739,150.41998,0.0,2025-04-11 00:00:00,-0.0826301701220149,0.145573579627647
958.2,19.15,51.9,0.63395,356.40002,0.0,2025-04-11 01:00:00,0.03980582900197596,-0.6326990583819969
957.81,19.172,52.5,0.52261,65.787994,0.0,2025-04-11 02:00:00,-0.47663819281327435,-0.214329758203792
957.85,19.224,52.5,0.34697,350.77002,0.0,2025-04-11 03:00:00,0.05565318460674912,-0.3424775962645252
